PRECINCT,COUNTY,PRECINCT2,NAME,surveyed_d,surveyed_i,surveyed_1,surveyed_r,surveyed_b,surveyed_l,surveyed_t,population,demo_total,demo_white,demo_black,demo_india,demo_asian,demo_hawai,demo_other,cluster,meanID,meanAREA,meanForVA2007Q,meanForVA200_1,meanForVA2007QGISJoin_ideal_point,meanForVA2007QGISJoin_ideal_point_se,count
610,760,0610,SIX HUNDRED TEN,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,2.00000,3099.87182,2042.73681,6.57772,90.66488,0.37194,0.33808,0.00000,0.42353,23.00000,502.00000,11.43000,-0.49838,0.61457,-0.49838,0.61457,1.00000
310,087,0310,SHADY GROVE,0.00000,0.00000,0.00000,95.92476,4.07524,0.00000,957.00000,4575.70406,2936.23042,84.31172,3.96847,0.19322,10.26218,0.00000,0.31645,81.00000,147.00000,38.45500,0.71300,0.63885,0.71300,0.63885,2.00000
311,087,0311,SHORT PUMP,0.00000,0.00000,0.00000,94.11263,5.88737,0.00000,1172.00000,5699.84526,3695.63669,69.24397,6.06125,0.24134,21.65295,0.02706,0.69695,69.00000,347.00000,30.56667,0.38526,0.62343,0.38526,0.62343,3.00000
312,087,0312,SPRINGFIELD,0.00000,0.00000,0.00000,92.65625,7.34375,0.00000,640.00000,3548.00603,2699.22396,61.64352,15.20032,0.17883,20.09888,0.03442,1.28865,69.00000,788.00000,24.70500,-0.26305,0.60429,-0.26305,0.60429,2.00000
313,087,0313,STONEY RUN,0.00000,0.00000,0.00000,95.12350,4.87650,0.00000,1579.00000,6085.76285,4416.81532,76.36207,5.62050,0.04429,15.29936,0.02264,0.77089,69.00000,788.00000,24.70500,-0.26305,0.60429,-0.26305,0.60429,2.00000
314,087,0314,THREE CHOPT,0.00000,0.00000,0.00000,93.16713,6.83287,0.00000,1083.00000,4192.55498,3426.00346,81.96719,7.56511,0.36550,6.95210,0.08555,1.21786,44.00000,750.00000,7.89000,-0.05014,0.61159,-0.05014,0.61159,3.00000
315,087,0315,TUCKER,0.00000,0.00000,0.00000,90.61086,9.38914,0.00000,884.00000,7853.91518,6390.77182,49.67103,20.50506,0.27846,24.12110,0.01273,2.45357,44.00000,769.00000,16.73750,-0.13182,0.58422,-0.13182,0.58422,4.00000
202,191,0202,GREENDALE,0.00000,0.00000,0.00000,91.28920,8.71080,0.00000,574.00000,3108.93306,2450.34551,98.24861,0.51905,0.12346,0.20102,0.00000,0.20467,26.00000,788.00000,121.78400,0.41349,0.63894,0.41349,0.63894,5.00000
203,191,0203,HAYTERS GAP,0.00000,0.00000,0.00000,98.87218,1.12782,0.00000,266.00000,1098.86856,875.28427,98.27568,0.46004,0.11551,0.00227,0.00191,0.57124,25.00000,674.00000,118.58600,0.50911,0.66553,0.50911,0.66553,5.00000
201,191,0201,CLINCHBURG,0.00000,0.00000,0.00000,98.85714,1.14286,0.00000,350.00000,1797.04166,1396.49014,97.92750,0.78258,0.14321,0.07199,0.28524,0.50300,26.00000,859.00000,97.86800,0.34132,0.66008,0.34132,0.66008,5.00000
204,191,0204,WOODLAND HILLS,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,1623.86557,1317.72321,98.61704,0.32562,0.15178,0.30990,0.00000,0.07681,8.00000,946.00000,137.99000,0.74351,0.61451,0.74351,0.61451,1.00000
301,730,0301,THIRD WARD FIRST PRECINCT,83.14785,0.00000,0.00000,14.94436,1.90779,0.00000,1887.00000,4777.70377,3883.45416,30.17484,66.02462,0.43637,1.14702,0.07578,0.34717,29.00000,324.00000,71.44000,-0.68323,0.58021,-0.68323,0.58021,1.00000
909,760,0909,NINE HUNDRED NINE,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,5.00000,3906.65005,3061.72815,19.37815,69.60316,0.37311,1.15477,0.03323,8.04288,44.00000,503.00000,12.90000,-0.44893,0.61234,-0.44893,0.61234,2.00000
908,760,0908,NINE HUNDRED EIGHT,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,1.00000,3986.76017,2978.07043,22.36055,70.22068,0.55980,1.67612,0.09930,2.73395,44.00000,505.00000,14.37000,-0.39949,0.61011,-0.39949,0.61011,1.00000
504,015,0504,WHITE HILL,0.00000,0.00000,0.00000,98.23678,1.76322,0.00000,794.00000,3984.44243,3063.55209,96.21532,1.89645,0.25844,0.40580,0.00000,0.29222,36.00000,613.00000,67.70667,0.02939,0.67526,0.02939,0.67526,6.00000
903,760,0903,NINE HUNDRED THREE,0.00000,0.00000,0.00000,0.00000,100.00000,0.00000,4.00000,4444.77190,3189.32830,20.15516,63.83934,0.40398,0.86307,0.29338,12.61739,44.00000,504.00000,15.25333,-0.23420,0.58757,-0.23420,0.58757,3.00000
501,015,0501,GREENVILLE,0.00000,0.00000,0.00000,98.60530,1.39470,0.00000,717.00000,3266.47579,2635.66919,91.70994,6.32595,0.45560,0.59144,0.00010,0.30312,36.00000,616.00000,44.81429,-0.22243,0.78218,-0.22243,0.78218,7.00000
502,015,0502,MIDDLEBROOK,0.00000,0.00000,0.00000,98.65772,1.34228,0.00000,447.00000,1573.14189,1280.66334,97.19293,1.17229,0.07694,0.53892,0.00504,0.15617,36.00000,612.00000,64.96429,-0.53288,0.73114,-0.53288,0.73114,7.00000
503,015,0503,SPOTTSWOOD,0.00000,0.00000,0.00000,94.64627,5.35373,0.00000,523.00000,1751.60322,1375.18159,98.46003,0.43659,0.14525,0.37093,0.00000,0.21815,5.00000,612.00000,39.57250,-0.08388,0.76490,-0.08388,0.76490,8.00000
001,685,0001,PRECINCT ONE,53.94112,0.00000,0.00000,45.86895,0.18993,0.00000,1053.00000,7523.57560,5458.43731,58.53421,12.66736,0.48683,9.00676,0.03069,15.01672,1.00000,879.00000,16.85000,-0.14021,0.58196,-0.14021,0.58196,1.00000
304,167,0304,CLEVELAND,0.00000,0.00000,0.00000,97.19626,2.80374,0.00000,214.00000,1315.01706,1047.09116,99.04779,0.38637,0.09550,0.09550,0.00000,0.00000,25.00000,293.00000,67.21000,0.01444,0.75811,0.01444,0.75811,7.00000
301,167,0301,COOKS MILL,0.00000,0.00000,0.00000,97.50000,2.50000,0.00000,80.00000,680.92039,544.37475,99.99457,0.00000,0.00416,0.00000,0.00000,0.00127,25.00000,327.00000,94.03667,-0.00643,0.77397,-0.00643,0.77397,3.00000
302,167,0302,DAUGHERTY,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,129.00000,803.19220,656.47239,98.61714,0.45911,0.33566,0.15233,0.00000,0.00000,25.00000,327.00000,94.03667,-0.00643,0.77397,-0.00643,0.77397,3.00000
303,167,0303,NEW GARDEN,29.70297,0.00000,0.00000,70.29703,0.00000,0.00000,303.00000,2176.71368,1743.52514,98.38201,1.02873,0.29406,0.05717,0.00000,0.05696,25.00000,352.00000,73.63667,0.44355,0.69248,0.44355,0.69248,6.00000
408,087,0408,LAUDERDALE,0.00000,0.00000,0.00000,93.74337,6.25663,0.00000,943.00000,4215.87526,3355.80101,71.63880,19.17557,0.26565,3.32162,0.08459,3.94421,44.00000,832.00000,36.91500,0.34539,0.57553,0.34539,0.57553,2.00000
409,087,0409,MAYBEURY,0.00000,0.00000,0.00000,94.73237,5.26763,0.00000,1177.00000,3053.34563,2326.15971,80.79143,9.01087,0.38129,5.28900,0.12897,2.43730,44.00000,789.00000,24.03000,-0.13109,0.56748,-0.13109,0.56748,2.00000
501,097,0501,OLDMILL,0.00000,0.00000,14.20290,85.50725,0.28986,0.00000,345.00000,1350.75120,1060.28661,84.06317,12.17317,1.40460,0.18911,0.00000,0.94101,13.00000,632.00000,39.71889,-0.36798,0.68500,-0.36798,0.68500,9.00000
404,087,0404,FREEMAN,0.00000,0.00000,15.03106,80.62112,4.34783,0.00000,805.00000,2441.64946,1946.07937,91.75536,3.04417,0.10296,2.74892,0.00000,1.18241,44.00000,749.00000,9.78500,-0.07777,0.61272,-0.07777,0.61272,2.00000
405,087,0405,GAYTON,0.00000,0.00000,0.00000,94.63259,5.36741,0.00000,1565.00000,4127.25306,3258.88313,90.20241,3.68215,0.06939,5.16280,0.00588,0.24618,44.00000,830.00000,34.62000,-0.25587,0.61600,-0.25587,0.61600,1.00000
406,087,0406,GODWIN,0.00000,0.00000,0.00000,93.01025,6.98975,0.00000,1073.00000,2747.00798,2178.48501,92.67756,3.23957,0.30140,2.79431,0.04590,0.27817,44.00000,830.00000,34.62000,-0.25587,0.61600,-0.25587,0.61600,1.00000
407,087,0407,LAKEWOOD,0.00000,0.00000,0.00000,96.02804,3.97196,0.00000,856.00000,3061.36078,2496.23767,87.06822,7.53232,0.12662,2.93116,0.15787,0.93578,44.00000,830.00000,34.62000,-0.25587,0.61600,-0.25587,0.61600,1.00000
401,087,0401,BYRD,0.00000,0.00000,0.00000,93.14845,6.85155,0.00000,1226.00000,3965.83414,3139.34618,84.18910,9.29847,0.12569,4.71919,0.00000,0.44754,44.00000,789.00000,24.03000,-0.13109,0.56748,-0.13109,0.56748,2.00000
402,087,0402,CRESTVIEW,0.00000,0.00000,0.00000,90.93298,9.06702,0.00000,761.00000,4175.20343,3387.74360,76.49478,8.95838,0.17711,8.31024,0.00000,3.82032,44.00000,747.00000,7.84600,-0.05352,0.62886,-0.05352,0.62886,5.00000
403,087,0403,DERBYSHIRE,0.00000,0.00000,0.00000,95.39877,4.60123,0.00000,978.00000,2172.01494,1614.93791,95.78262,1.62253,0.05429,1.43971,0.00000,0.50489,44.00000,748.00000,13.44000,-0.00630,0.51896,-0.00630,0.51896,1.00000
601,089,0601,FONTAINE,22.35835,0.00000,9.03522,68.60643,0.00000,0.00000,653.00000,2620.94925,2131.10659,79.01011,18.22209,0.14838,1.17819,0.00398,0.86129,6.00000,429.00000,107.25333,-0.22135,0.63305,-0.22135,0.63305,3.00000
602,089,0602,HILLCREST,36.75048,0.00000,0.00000,62.86267,0.38685,0.00000,1034.00000,1104.19559,866.46041,62.29320,27.60525,0.11730,0.45466,0.00000,8.24374,6.00000,427.00000,111.80500,-0.14614,0.60637,-0.14614,0.60637,2.00000
603,089,0603,RIDGEWAY #1,19.59064,0.00000,10.38012,70.02924,0.00000,0.00000,684.00000,3248.21357,2546.04508,84.44385,12.34848,0.39262,0.47040,0.00047,1.30277,6.00000,573.00000,42.59750,-0.12050,0.64993,-0.12050,0.64993,4.00000
604,089,0604,RIDGEWAY #2,21.69312,0.00000,8.64198,69.66490,0.00000,0.00000,567.00000,1993.87814,1596.82970,85.39707,12.25409,0.17700,0.47292,0.00000,0.85541,6.00000,428.00000,74.54333,-0.11770,0.62481,-0.11770,0.62481,3.00000
201,193,0201,PRECINCT 2-1,36.86076,0.00000,1.77215,56.96203,4.40506,0.00000,3950.00000,3453.45610,2864.31992,68.64117,27.24322,0.53695,0.53856,0.06984,1.59502,70.00000,520.00000,40.56833,0.81209,0.51985,0.81209,0.51985,6.00000
301,139,0301,MARKSVILLE,0.00000,0.00000,0.00000,98.75000,1.25000,0.00000,960.00000,5338.27203,4093.21449,98.33654,0.53641,0.14773,0.07787,0.02443,0.34304,41.00000,810.00000,104.54000,-0.07820,0.59892,-0.07820,0.59892,4.00000
201,171,0201,CONICVILLE,0.00000,0.00000,0.00000,95.30457,4.69543,0.00000,788.00000,3317.79878,2620.27940,96.81897,0.72251,0.11573,0.38214,0.00000,1.16463,58.00000,527.00000,38.00750,0.42973,0.61806,0.42973,0.61806,8.00000
202,171,0202,MT JACKSON,0.00000,0.00000,0.00000,96.89922,3.10078,0.00000,645.00000,3581.85869,2731.37317,90.78010,0.82050,0.47104,0.64688,0.00000,5.96388,56.00000,750.00000,71.50167,0.15276,0.65418,0.15276,0.65418,6.00000
102,840,0102,OLD TOWN,0.00000,0.00000,46.24872,52.62076,1.13052,0.00000,973.00000,2674.41063,2209.33797,91.24579,5.40969,0.23828,1.10804,0.00000,1.19868,24.00000,614.00000,53.83500,0.00260,0.61237,0.00260,0.61237,2.00000
101,840,0101,MERRIMANS,0.00000,0.00000,45.58278,51.96733,2.44989,0.00000,1347.00000,3841.18302,3005.72330,90.90980,4.41262,0.20676,2.15030,0.09981,1.04683,24.00000,617.00000,9.81000,0.10807,0.65319,0.10807,0.65319,1.00000
201,179,0201,ROCK HILL,32.50689,0.00000,0.00000,67.03398,0.45914,0.00000,1089.00000,4677.25332,3272.84683,77.14470,13.37556,0.43394,2.68986,0.20139,3.26869,65.00000,755.00000,77.55500,0.52031,0.57922,0.52031,0.57922,2.00000
202,179,0202,ROSEVILLE,36.52695,0.00000,0.00000,63.07385,0.39920,0.00000,1503.00000,5603.40900,3780.27168,70.57040,19.24701,0.47672,4.31473,0.06524,2.88618,65.00000,755.00000,77.55500,0.52031,0.57922,0.52031,0.57922,2.00000
203,179,0203,RUBY,25.77114,0.00000,0.00000,73.93035,0.29851,0.00000,1005.00000,4146.36295,3057.35858,87.62853,5.26657,0.38900,1.89225,0.34995,2.12908,65.00000,744.00000,61.41600,0.09349,0.64098,0.09349,0.64098,5.00000
204,179,0204,STEFANIGA,30.78864,0.00000,0.00000,69.02208,0.18927,0.00000,1585.00000,4832.16524,3334.42807,78.00433,12.94644,0.32854,4.31773,0.02909,1.77474,65.00000,645.00000,84.33000,0.23022,0.54289,0.23022,0.54289,2.00000
111,185,0111,GAP STORE,32.60870,0.00000,0.00000,67.39130,0.00000,0.00000,230.00000,1024.83011,815.62158,98.85624,0.72324,0.11950,0.06445,0.00000,0.00000,26.00000,775.00000,104.36667,0.31273,0.64553,0.31273,0.64553,3.00000
110,185,0110,ADRIA,23.17073,0.00000,0.00000,76.82927,0.00000,0.00000,246.00000,1330.24286,1034.28518,99.02190,0.38613,0.19458,0.19279,0.00000,0.19337,26.00000,827.00000,53.20500,0.12967,0.84189,0.12967,0.84189,4.00000
112,185,0112,BANDY,27.77778,0.00000,0.00000,72.22222,0.00000,0.00000,108.00000,615.14444,496.31182,98.59216,0.19291,0.40297,0.00000,0.00000,0.00000,26.00000,572.00000,44.35000,0.29614,0.82430,0.29614,0.82430,5.00000
402,009,0402,LONCO,0.00000,0.00000,0.00000,97.91667,2.08333,0.00000,240.00000,1822.71437,1348.98088,75.03387,21.14700,1.24966,0.41257,0.00000,0.58412,7.00000,93.00000,144.34667,0.41763,0.67428,0.41763,0.67428,3.00000
401,009,0401,AMELON,0.00000,0.00000,0.00000,89.24731,5.29363,5.45906,1209.00000,4638.83900,3593.25329,79.52226,17.74745,0.87428,0.65943,0.02783,0.24324,7.00000,89.00000,66.85750,0.63263,0.69271,0.63263,0.69271,4.00000
103,121,0103,PRECINCT A-3,62.07112,0.00000,0.00000,37.49220,0.43668,0.00000,1603.00000,5047.31344,4147.90687,83.88670,6.24981,0.23040,6.40631,0.04815,1.35902,80.00000,439.00000,95.18667,-0.14129,0.66331,-0.14129,0.66331,3.00000
601,111,0601,HOUNDS CREEK,70.54455,0.00000,0.00000,28.96040,0.49505,0.00000,404.00000,1865.11318,1426.31463,45.48315,46.41519,0.34247,0.11036,0.28044,6.25578,9.00000,324.00000,136.49333,-0.36769,0.65576,-0.36769,0.65576,3.00000
101,193,0101,PRECINCT 1-1,38.55186,0.00000,4.94129,53.25342,3.25342,0.00000,4088.00000,2181.22256,1741.65021,40.06429,54.42359,0.28774,0.34466,0.00000,3.26837,70.00000,542.00000,42.41000,0.42895,0.54368,0.42895,0.54368,8.00000
401,051,0401,HAYSI-COLLEY,0.00000,0.00000,0.00000,96.35762,3.64238,0.00000,302.00000,3341.69426,2630.94529,99.16636,0.30093,0.15218,0.11404,0.00000,0.00038,25.00000,302.00000,49.08778,0.18387,0.87093,0.18387,0.87093,9.00000
104,019,0104,STEWARTSVILLE RESCUE SQUAD,31.67203,0.00000,0.00000,67.84566,0.48232,0.00000,622.00000,2524.56006,2012.73602,97.21331,0.50409,0.59603,0.49675,0.04963,0.39205,19.00000,210.00000,49.03500,0.65950,0.52546,0.65950,0.52546,4.00000
101,019,0101,GOODVIEW ELEM SCHOOL,22.90837,0.00000,0.00000,76.89243,0.19920,0.00000,1004.00000,3922.46206,3142.92327,97.28857,1.28964,0.15936,0.19057,0.03182,0.28622,19.00000,188.00000,34.92800,0.35490,0.56366,0.35490,0.56366,5.00000
102,019,0102,HARDY VOL FIRE CO,27.62313,0.00000,0.00000,72.37687,0.00000,0.00000,467.00000,1418.99212,1124.33164,97.92144,0.81606,0.26867,0.09375,0.00000,0.18074,19.00000,216.00000,35.03000,0.34377,0.57204,0.34377,0.57204,6.00000
401,075,0401,SHALLOW WELL,0.00000,0.00000,0.00000,95.80745,4.19255,0.00000,644.00000,2064.94884,1622.27501,76.75121,19.97960,0.30784,0.31197,0.00000,1.61363,81.00000,558.00000,24.68800,0.67468,0.60758,0.67468,0.60758,5.00000
303,710,0303,BOWLING PARK,98.46596,0.00000,0.00000,0.00000,1.53404,0.00000,1043.00000,4860.19482,3420.86958,4.68810,91.39263,0.24337,0.71744,0.07744,1.14744,75.00000,962.00000,5.08000,-0.37023,0.58241,-0.37023,0.58241,3.00000
101,137,0101,ONE WEST,37.77582,0.00000,0.00000,62.13592,0.08826,0.00000,1133.00000,3218.37605,2599.53865,86.37951,10.84267,0.11801,0.38635,0.00000,1.42724,41.00000,447.00000,55.31500,-0.13580,0.59504,-0.13580,0.59504,6.00000
301,071,0301,EGGLESTON,32.49370,0.00000,0.00000,67.50630,0.00000,0.00000,397.00000,1304.35821,1021.55445,97.28905,1.84743,0.11213,0.13746,0.00000,0.29133,94.00000,539.00000,47.01500,-0.10063,0.65274,-0.10063,0.65274,8.00000
302,071,0302,PEMBROKE,45.33679,0.00000,0.00000,54.31779,0.34542,0.00000,1158.00000,3202.43743,2535.06505,95.63076,3.00382,0.03945,0.18129,0.00000,0.11810,94.00000,288.00000,52.90250,0.32693,0.65446,0.32693,0.65446,12.00000
102,137,0102,ONE EAST,43.06418,0.00000,0.00000,56.93582,0.00000,0.00000,966.00000,3513.13806,2721.63976,79.07180,17.35731,0.11213,0.54919,0.00000,1.62951,41.00000,354.00000,93.33800,0.27488,0.64586,0.27488,0.64586,5.00000
501,135,0501,PRECINCT 5-1,27.61095,0.00000,5.04916,64.94818,2.39171,0.00000,3763.00000,3008.00094,2324.04639,60.72755,35.08162,0.21361,0.47568,0.00000,2.44798,88.00000,385.00000,108.81500,-0.11338,0.64165,-0.11338,0.64165,4.00000
305,710,0305,LAFAYETTE-WINONA,98.06094,0.00000,0.00000,0.00000,1.93906,0.00000,722.00000,3552.70811,2808.60718,37.16636,55.25370,0.90357,1.52183,0.00000,2.35971,75.00000,754.00000,6.31333,-0.20711,0.55604,-0.20711,0.55604,3.00000
502,145,0502,PINEVILLE,36.61327,0.00000,0.00000,62.92906,0.45767,0.00000,437.00000,2079.77201,1667.38842,53.00430,45.80398,0.23973,0.30091,0.00000,0.40708,81.00000,401.00000,115.06000,0.23161,0.61614,0.23161,0.61614,4.00000
503,145,0503,TOBACCOVILLE,20.52023,0.00000,0.00000,79.19075,0.28902,0.00000,346.00000,1050.69945,776.97475,86.49089,11.57652,0.00140,0.00370,0.00000,0.25756,88.00000,424.00000,211.78000,0.22097,0.60992,0.22097,0.60992,3.00000
501,145,0501,SMITH CROSS ROADS,39.29024,0.00000,0.00000,60.32953,0.38023,0.00000,789.00000,2306.22298,1735.33815,66.89593,30.72644,0.74882,0.40292,0.11406,0.30660,88.00000,476.00000,128.46750,0.55167,0.59671,0.55167,0.59671,4.00000
401,183,0401,MARS HILL,56.55172,0.00000,0.00000,42.52874,0.91954,0.00000,435.00000,1197.49599,893.79776,31.45549,66.39052,0.00000,0.92716,0.00000,0.67129,20.00000,395.00000,98.76667,-0.17108,0.63855,-0.17108,0.63855,3.00000
402,183,0402,WEST WAKEFIELD,82.89474,0.00000,0.00000,17.10526,0.00000,0.00000,76.00000,252.42949,172.54486,28.51803,65.63174,0.57468,0.00000,0.00000,4.13616,39.00000,382.00000,129.16500,-0.38702,0.58505,-0.38702,0.58505,2.00000
301,045,0301,GIVENS & REYNOLDS STORE,0.00000,0.00000,0.00000,95.17241,4.82759,0.00000,145.00000,611.33376,485.44808,98.76637,0.00000,0.00000,0.00111,0.00000,0.20600,19.00000,264.00000,130.56250,0.06431,0.63381,0.06431,0.63381,4.00000
303,045,0303,MARSHALLS STORE,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,76.00000,200.13396,156.23564,98.73272,0.00000,0.62722,0.64006,0.00000,0.00000,90.00000,204.00000,249.59000,0.30978,0.65198,0.30978,0.65198,1.00000
302,045,0302,MCGUIRES STORE,0.00000,0.00000,0.00000,95.45455,4.54545,0.00000,66.00000,207.12500,168.85653,99.40063,0.00000,0.59895,0.00000,0.00000,0.00000,19.00000,205.00000,129.26000,0.19273,0.64036,0.19273,0.64036,3.00000
002,610,0002,SECOND WARD,33.39138,0.00000,0.00000,63.08228,2.35089,1.17545,2297.00000,3789.78173,2905.22477,82.51492,4.31174,0.13907,9.71252,0.10312,1.24714,71.00000,541.00000,3.75000,-0.34624,0.65907,-0.34624,0.65907,3.00000
003,610,0003,THIRD WARD,54.72279,0.00000,0.00000,41.32444,0.51335,3.43943,1948.00000,4249.30294,3236.43742,80.77983,3.67356,0.27366,11.17093,0.00199,2.01730,71.00000,532.00000,3.75500,-0.40511,0.67616,-0.40511,0.67616,2.00000
001,610,0001,FIRST WARD,39.80213,0.00000,0.00000,56.54490,1.21766,2.43531,2628.00000,4088.93197,2973.31488,81.79701,4.71793,0.20709,7.93715,0.03824,2.99191,71.00000,537.00000,4.48000,-0.20865,0.66305,-0.20865,0.66305,2.00000
202,195,0202,WISE,0.00000,0.00000,0.00000,98.37476,1.62524,0.00000,1046.00000,5887.36415,4687.01282,97.27448,0.78154,0.09650,0.66017,0.00000,0.38380,25.00000,390.00000,75.00750,-0.08717,0.66869,-0.08717,0.66869,4.00000
203,195,0203,EAST POUND,0.00000,0.00000,0.00000,98.51485,1.48515,0.00000,202.00000,1322.48835,1083.06716,88.78855,10.77157,0.00000,0.03800,0.01900,0.21992,25.00000,339.00000,88.71500,-0.27204,0.67151,-0.27204,0.67151,4.00000
201,195,0201,NORTH COEBURN,0.00000,0.00000,0.00000,97.61905,2.38095,0.00000,294.00000,2459.78173,1892.74284,97.31316,1.26874,0.05283,0.05298,0.00000,0.37004,25.00000,338.00000,92.24000,0.41500,0.61988,0.41500,0.61988,2.00000
302,155,0302,HIWASSEE,22.85714,0.00000,0.00000,77.14286,0.00000,0.00000,175.00000,836.44641,678.34436,93.95265,4.71751,0.14742,0.44225,0.00000,0.00000,80.00000,316.00000,48.17833,0.63368,0.53289,0.63368,0.53289,6.00000
301,155,0301,DUBLIN,27.72512,0.00000,0.00000,72.27488,0.00000,0.00000,844.00000,3991.31804,3415.19516,93.05694,5.27349,0.10292,0.70539,0.02928,0.26444,80.00000,416.00000,56.10800,0.11486,0.62233,0.11486,0.62233,5.00000
802,117,0802,BLUESTONE,0.00000,0.00000,0.00000,100.00000,0.00000,0.00000,343.00000,1680.74592,1392.30042,71.13009,27.01676,0.21203,0.50139,0.00000,0.43250,9.00000,240.00000,70.40600,-0.68674,0.67272,-0.68674,0.67272,5.00000
803,117,0803,CHASE CITY ELEMENTARY SCHOOL,0.00000,0.00000,0.00000,99.58506,0.41494,0.00000,241.00000,1333.00554,1060.83327,59.67050,37.80798,0.10531,0.56550,0.00000,0.84829,9.00000,265.00000,104.46667,0.00932,0.68366,0.00932,0.68366,3.00000
304,155,0304,SNOWVILLE,25.38760,0.00000,0.00000,74.61240,0.00000,0.00000,516.00000,1863.53630,1495.65819,98.47054,0.53478,0.19448,0.06613,0.00000,0.00000,80.00000,231.00000,43.72143,0.79881,0.55944,0.79881,0.55944,7.00000
102,079,0102,SWIFT RUN,0.00000,0.00000,0.00000,96.09665,3.90335,0.00000,538.00000,2970.39540,2115.21126,89.05041,5.98005,0.28447,1.13068,0.04779,2.27077,15.00000,636.00000,42.96000,-0.27944,0.55604,-0.27944,0.55604,4.00000
052,810,0052,HOMESTEAD,41.08974,0.00000,0.00000,58.58974,0.32051,0.00000,1560.00000,5474.62187,4150.70927,63.51721,17.27961,0.37345,15.12061,0.07160,1.29639,87.00000,328.00000,17.58000,0.44497,0.60731,0.44497,0.60731,1.00000
051,810,0051,STRATFORD CHASE,36.48649,0.00000,0.00000,63.42342,0.09009,0.00000,1110.00000,4261.31166,3406.82075,71.62744,15.23852,0.40431,8.81770,0.14143,1.54008,87.00000,328.00000,17.58000,0.44497,0.60731,0.44497,0.60731,1.00000
101,079,0101,DYKE,0.00000,0.00000,0.00000,97.18970,2.81030,0.00000,427.00000,1749.19608,1355.97700,97.55610,1.05469,0.21620,0.50458,0.07373,0.37294,15.00000,704.00000,67.99857,0.41086,1.03075,0.41086,1.03075,7.00000
057,810,0057,SHERRY PARK,95.96154,0.00000,0.00000,0.00000,4.03846,0.00000,520.00000,2604.86858,2074.00992,76.86325,17.06819,0.47161,3.05848,0.21205,0.71218,51.00000,344.00000,59.47000,0.15403,0.65094,0.15403,0.65094,4.00000
056,810,0056,EDINBURGH,39.87241,0.00000,0.00000,59.80861,0.31898,0.00000,627.00000,1779.91709,1362.19851,87.13939,6.95169,0.42013,3.35600,0.00000,0.85966,86.00000,329.00000,14.83000,-0.17922,0.57599,-0.17922,0.57599,1.00000
055,810,0055,MAGIC HOLLOW,58.07963,0.00000,0.00000,41.56909,0.35129,0.00000,854.00000,6943.08591,5125.19747,56.52028,27.66067,0.48712,8.53127,0.12208,2.92507,43.00000,330.00000,38.97333,0.17573,0.59027,0.17573,0.59027,3.00000
054,810,0054,CROMWELL,50.00000,0.00000,0.00000,50.00000,0.00000,0.00000,786.00000,3495.47605,2483.18422,62.23339,20.26814,0.48642,11.31208,0.02974,1.99656,43.00000,333.00000,71.26000,0.71566,0.57277,0.71566,0.57277,1.00000
059,810,0059,SHELTON PARK,0.00000,0.00000,0.00000,95.93640,4.06360,0.00000,566.00000,4013.05125,3203.06213,68.37962,20.56433,0.41267,6.17906,0.13157,1.78195,72.00000,486.00000,9.30250,0.15784,0.56115,0.15784,0.56115,4.00000
058,810,0058,GLENWOOD,45.58430,0.00000,0.00000,54.23729,0.17841,0.00000,1121.00000,4242.83464,2953.52425,52.39741,24.10404,0.20886,19.11499,0.13522,1.44624,87.00000,330.00000,44.42000,0.58032,0.59004,0.58032,0.59004,2.00000
110,700,0110,GREENWOOD,73.89671,0.00000,0.00000,26.00939,0.09390,0.00000,1065.00000,7064.78737,4817.50085,42.82321,44.21163,0.60335,3.98224,0.49865,3.93489,59.00000,552.00000,22.91667,0.14754,0.67344,0.14754,0.67344,6.00000
501,139,0501,SHENANDOAH,25.78850,0.00000,0.00000,74.02597,0.18553,0.00000,539.00000,4835.90644,3694.14140,97.42602,1.19300,0.24355,0.29728,0.05413,0.27107,58.00000,803.00000,70.43600,0.01829,0.67947,0.01829,0.67947,10.00000
312,153,0312,TRIANGLE,66.66667,0.00000,0.00000,32.30769,1.02564,0.00000,195.00000,975.46641,688.90643,41.88379,43.42285,0.01033,4.88769,0.28243,5.06326,1.00000,883.00000,52.14000,0.08851,0.62338,0.08851,0.62338,2.00000
310,153,0310,FOREST PARK,62.11111,0.00000,0.00000,37.77778,0.11111,0.00000,900.00000,3751.21562,2649.47123,49.16940,36.87182,0.46634,8.23015,0.11309,1.77613,1.00000,810.00000,46.30000,-0.10082,0.57917,-0.10082,0.57917,6.00000
311,153,0311,SWANS CREEK,69.49807,0.00000,0.00000,30.27027,0.23166,0.00000,1295.00000,5246.66093,3483.47845,39.06496,40.15759,0.44863,10.23470,0.36950,5.04857,1.00000,907.00000,23.25500,-0.23861,0.61658,-0.23861,0.61658,6.00000
