SAGDP4N Compensation of employees 1/,,,,,
(Thousands of dollars) ,,,,,
Bureau of Economic Analysis ,,,,,
State or DC,,,,,
GeoFips,GeoName,LineCode,Description,1997,1998
12000,Florida,25,      Nondurable goods manufacturing,5841765,6171956
12000,Florida,26,        Food and beverage and tobacco products manufacturing,1730625,1825104
12000,Florida,27,        Textile mills and textile product mills,281881,302047
12000,Florida,28,"        Apparel, leather, and allied product manufacturing",422475,404777
12000,Florida,29,        Paper manufacturing,680282,668740
12000,Florida,30,        Printing and related support activities,911798,979929
12000,Florida,31,        Petroleum and coal products manufacturing,104546,103243
12000,Florida,32,        Chemical manufacturing,1141542,1281482
12000,Florida,33,        Plastics and rubber products manufacturing,568615,606634
12000,Florida,34,    Wholesale trade,13303997,14404944
12000,Florida,35,    Retail trade,20323280,22029582
12000,Florida,36,    Transportation and warehousing,7730598,8561665
12000,Florida,37,      Air transportation,1757804,1988009
12000,Florida,38,      Rail transportation,522409,566334
12000,Florida,39,      Water transportation,472681,480515
12000,Florida,40,      Truck transportation,1537766,1666014
12000,Florida,41,      Transit and ground passenger transportation,357385,385221
12000,Florida,42,      Pipeline transportation,11445,12338
12000,Florida,43,      Other transportation and support activities,2369288,2653260
12000,Florida,44,      Warehousing and storage,701820,809974
12000,Florida,45,    Information,6993928,7751140
12000,Florida,46,      Publishing industries (except Internet),1818642,2040642
12000,Florida,47,      Motion picture and sound recording industries,349751,419401
12000,Florida,48,      Broadcasting (except Internet) and telecommunications,3845609,4215562
12000,Florida,49,"      Data processing, hosting, and other information services",979926,1075534
12000,Florida,50,"    Finance, insurance, real estate, rental, and leasing",18576696,20922248
12000,Florida,51,      Finance and insurance,14607179,16554296
12000,Florida,52,"        Monetary Authorities- central bank, credit intermediation, and related services",6031789,6936171
12000,Florida,53,"        Securities, commodity contracts, and other financial investments and related activities",2972210,3338091
12000,Florida,54,        Insurance carriers and related activities,5557793,6224357
12000,Florida,55,"        Funds, trusts, and other financial vehicles",45386,55678
12000,Florida,56,      Real estate and rental and leasing,3969517,4367951
12000,Florida,57,        Real estate,2598726,2933046
12000,Florida,58,        Rental and leasing services and lessors of nonfinancial intangible assets,1370791,1434906
12000,Florida,59,    Professional and business services,30423961,34810919
12000,Florida,60,"      Professional, scientific, and technical services",14690951,16762942
12000,Florida,61,        Legal services,4245727,4732050
12000,Florida,62,        Computer systems design and related services,2013011,2622756
12000,Florida,63,"        Miscellaneous professional, scientific, and technical services",8432213,9408136
12000,Florida,64,      Management of companies and enterprises,3236999,3516602
12000,Florida,65,      Administrative and support and waste management and remediation services,12496010,14531375
12000,Florida,66,        Administrative and support services,11945053,13990752
12000,Florida,67,        Waste management and remediation services,550957,540623
12000,Florida,68,"    Educational services, health care, and social assistance",26412908,27845122
12000,Florida,69,      Educational services,1987013,2162040
12000,Florida,70,      Health care and social assistance,24425896,25683082
12000,Florida,71,        Ambulatory health care services,12816189,13441352
12000,Florida,72,        Hospitals,7559051,7929143
12000,Florida,73,        Nursing and residential care facilities,2796177,2935049
12000,Florida,74,        Social assistance,1254478,1377538
12000,Florida,75,"    Arts, entertainment, recreation, accommodation, and food services",13070229,14354723
12000,Florida,76,"      Arts, entertainment, and recreation",4055197,4466203
12000,Florida,77,"        Performing arts, spectator sports, museums, and related activities",1372258,1470909
12000,Florida,78,"        Amusement, gambling, and recreation industries",2682939,2995294
12000,Florida,79,      Accommodation and food services,9015032,9888519
12000,Florida,80,        Accommodation,3036464,3449410
12000,Florida,81,        Food services and drinking places,5978568,6439109
12000,Florida,82,    Other services (except government and government enterprises),7966759,8758151
12000,Florida,83,  Government and government enterprises,42130207,44246070
12000,Florida,84,    Federal civilian,6451679,6673904
12000,Florida,85,    Military,3921957,3839759
12000,Florida,86,    State and local,31756571,33732407
12000,Florida,,Addenda:,,
12000,Florida,87,Natural resources and mining,2070904,2105959
12000,Florida,88,Trade,33627277,36434526
12000,Florida,89,Transportation and utilities,9477400,10345731
12000,Florida,90,Private goods-producing industries 2/,32889354,35113462
12000,Florida,91,Private services-providing industries 3/,146549158,161222558
13000,Georgia,1,All industry total,132264782,145065117
13000,Georgia,2,  Private industries,107843689,119221507
13000,Georgia,3,"    Agriculture, forestry, fishing, and hunting",611310,657052
13000,Georgia,4,      Farms,295157,300471
13000,Georgia,5,"      Forestry, fishing, and related activities",316153,356580
13000,Georgia,6,"    Mining, quarrying, and oil and gas extraction",428992,447893
13000,Georgia,7,      Oil and gas extraction,(T),(T)
13000,Georgia,8,      Mining (except oil and gas),424191,442874
13000,Georgia,9,      Support activities for mining,(T),(T)
13000,Georgia,10,    Utilities,1216291,1289949
13000,Georgia,11,    Construction,6248939,7068459
13000,Georgia,12,    Manufacturing,20089528,21987788
13000,Georgia,13,      Durable goods manufacturing,9361715,10238573
13000,Georgia,14,        Wood product manufacturing,963471,1021997
13000,Georgia,15,        Nonmetallic mineral product manufacturing,720409,768147
13000,Georgia,16,        Primary metal manufacturing,639798,678760
13000,Georgia,17,        Fabricated metal product manufacturing,1019892,1080634
13000,Georgia,18,        Machinery manufacturing,1115748,1139522
13000,Georgia,19,        Computer and electronic product manufacturing,1171568,1218928
13000,Georgia,20,"        Electrical equipment, appliance, and component manufacturing",830214,918485
13000,Georgia,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",1067368,1195317
13000,Georgia,22,        Other transportation equipment manufacturing,745729,1023808
13000,Georgia,23,        Furniture and related product manufacturing,452530,489472
13000,Georgia,24,        Miscellaneous manufacturing,634989,703503
13000,Georgia,25,      Nondurable goods manufacturing,10727813,11749215
13000,Georgia,26,        Food and beverage and tobacco products manufacturing,2210403,2983313
13000,Georgia,27,        Textile mills and textile product mills,3172734,3294237
13000,Georgia,28,"        Apparel, leather, and allied product manufacturing",561403,510296
13000,Georgia,29,        Paper manufacturing,1638191,1661075
13000,Georgia,30,        Printing and related support activities,1032547,1060438
13000,Georgia,31,        Petroleum and coal products manufacturing,60647,64595
13000,Georgia,32,        Chemical manufacturing,1203935,1290250
13000,Georgia,33,        Plastics and rubber products manufacturing,847952,885011
13000,Georgia,34,    Wholesale trade,9949355,11108590
13000,Georgia,35,    Retail trade,9938278,10768514
13000,Georgia,36,    Transportation and warehousing,6508944,7242493
13000,Georgia,37,      Air transportation,2222558,2575976
13000,Georgia,38,      Rail transportation,461380,511883
13000,Georgia,39,      Water transportation,(T),10394
13000,Georgia,40,      Truck transportation,1645244,1831224
13000,Georgia,41,      Transit and ground passenger transportation,66188,75739
13000,Georgia,42,      Pipeline transportation,26498,30656
13000,Georgia,43,      Other transportation and support activities,1277122,1312908
13000,Georgia,44,      Warehousing and storage,802831,893713
13000,Georgia,45,    Information,6706770,7509932
13000,Georgia,46,      Publishing industries (except Internet),1672564,1881137
13000,Georgia,47,      Motion picture and sound recording industries,215680,226690
13000,Georgia,48,      Broadcasting (except Internet) and telecommunications,3991405,4468992
13000,Georgia,49,"      Data processing, hosting, and other information services",827122,933113
13000,Georgia,50,"    Finance, insurance, real estate, rental, and leasing",9055466,10268620
13000,Georgia,51,      Finance and insurance,7261254,8250485
13000,Georgia,52,"        Monetary Authorities- central bank, credit intermediation, and related services",3076623,3420482
13000,Georgia,53,"        Securities, commodity contracts, and other financial investments and related activities",1123129,1461738
13000,Georgia,54,        Insurance carriers and related activities,3036076,3328858
13000,Georgia,55,"        Funds, trusts, and other financial vehicles",25426,39406
13000,Georgia,56,      Real estate and rental and leasing,1794213,2018135
13000,Georgia,57,        Real estate,1239954,1395852
13000,Georgia,58,        Rental and leasing services and lessors of nonfinancial intangible assets,554258,622283
13000,Georgia,59,    Professional and business services,17397315,19629370
13000,Georgia,60,"      Professional, scientific, and technical services",8604853,9925930
13000,Georgia,61,        Legal services,1266335,1410587
13000,Georgia,62,        Computer systems design and related services,2277073,2883092
13000,Georgia,63,"        Miscellaneous professional, scientific, and technical services",5061445,5632251
13000,Georgia,64,      Management of companies and enterprises,3853695,3955462
13000,Georgia,65,      Administrative and support and waste management and remediation services,4938767,5747978
13000,Georgia,66,        Administrative and support services,4702402,5477832
13000,Georgia,67,        Waste management and remediation services,236365,270146
13000,Georgia,68,"    Educational services, health care, and social assistance",11163085,11874375
13000,Georgia,69,      Educational services,1420729,1574794
13000,Georgia,70,      Health care and social assistance,9742356,10299580
13000,Georgia,71,        Ambulatory health care services,5285242,5408614
13000,Georgia,72,        Hospitals,3002036,3302033
13000,Georgia,73,        Nursing and residential care facilities,807998,872603
13000,Georgia,74,        Social assistance,647079,716330
13000,Georgia,75,"    Arts, entertainment, recreation, accommodation, and food services",4780207,5273823
13000,Georgia,76,"      Arts, entertainment, and recreation",907215,958784
13000,Georgia,77,"        Performing arts, spectator sports, museums, and related activities",494358,486619
13000,Georgia,78,"        Amusement, gambling, and recreation industries",412857,472165
13000,Georgia,79,      Accommodation and food services,3872991,4315039
13000,Georgia,80,        Accommodation,868173,1014775
13000,Georgia,81,        Food services and drinking places,3004819,3300264
13000,Georgia,82,    Other services (except government and government enterprises),3749209,4094651
13000,Georgia,83,  Government and government enterprises,24421093,25843610
13000,Georgia,84,    Federal civilian,4937439,5055740
13000,Georgia,85,    Military,2849328,2901954
13000,Georgia,86,    State and local,16634326,17885916
13000,Georgia,,Addenda:,,
13000,Georgia,87,Natural resources and mining,1040302,1104945
13000,Georgia,88,Trade,19887633,21877104
13000,Georgia,89,Transportation and utilities,7725236,8532442
13000,Georgia,90,Private goods-producing industries 2/,27378769,30161192
13000,Georgia,91,Private services-providing industries 3/,80464920,89060315
15000,Hawaii,1,All industry total,21079133,21564503
15000,Hawaii,2,  Private industries,14432566,14760262
15000,Hawaii,3,"    Agriculture, forestry, fishing, and hunting",201709,213487
15000,Hawaii,4,      Farms,168199,179320
15000,Hawaii,5,"      Forestry, fishing, and related activities",33510,34167
15000,Hawaii,6,"    Mining, quarrying, and oil and gas extraction",17568,16841
15000,Hawaii,7,      Oil and gas extraction,(T),(T)
15000,Hawaii,8,      Mining (except oil and gas),17568,16841
15000,Hawaii,9,      Support activities for mining,(T),(T)
15000,Hawaii,10,    Utilities,234879,211811
15000,Hawaii,11,    Construction,1229164,1231244
15000,Hawaii,12,    Manufacturing,548285,537344
15000,Hawaii,13,      Durable goods manufacturing,160278,157872
15000,Hawaii,14,        Wood product manufacturing,7729,8167
15000,Hawaii,15,        Nonmetallic mineral product manufacturing,43022,43259
15000,Hawaii,16,        Primary metal manufacturing,(T),(T)
15000,Hawaii,17,        Fabricated metal product manufacturing,18479,17730
15000,Hawaii,18,        Machinery manufacturing,(T),(T)
15000,Hawaii,19,        Computer and electronic product manufacturing,11574,(T)
15000,Hawaii,20,"        Electrical equipment, appliance, and component manufacturing",(T),(T)
15000,Hawaii,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",(T),(T)
15000,Hawaii,22,        Other transportation equipment manufacturing,20721,17409
15000,Hawaii,23,        Furniture and related product manufacturing,17983,18128
15000,Hawaii,24,        Miscellaneous manufacturing,33584,36666
15000,Hawaii,25,      Nondurable goods manufacturing,388008,379472
15000,Hawaii,26,        Food and beverage and tobacco products manufacturing,226428,233694
15000,Hawaii,27,        Textile mills and textile product mills,(T),(T)
15000,Hawaii,28,"        Apparel, leather, and allied product manufacturing",31155,31973
15000,Hawaii,29,        Paper manufacturing,8194,(T)
15000,Hawaii,30,        Printing and related support activities,53437,50094
15000,Hawaii,31,        Petroleum and coal products manufacturing,32776,25455
15000,Hawaii,32,        Chemical manufacturing,21054,18962
15000,Hawaii,33,        Plastics and rubber products manufacturing,(T),(T)
15000,Hawaii,34,    Wholesale trade,650928,678338
15000,Hawaii,35,    Retail trade,1619339,1617942
15000,Hawaii,36,    Transportation and warehousing,1067747,1134753
15000,Hawaii,37,      Air transportation,547189,602516
15000,Hawaii,38,      Rail transportation,(T),0
15000,Hawaii,39,      Water transportation,58702,66130
15000,Hawaii,40,      Truck transportation,95501,101630
15000,Hawaii,41,      Transit and ground passenger transportation,44441,44123
15000,Hawaii,42,      Pipeline transportation,(T),(T)
15000,Hawaii,43,      Other transportation and support activities,297701,294877
15000,Hawaii,44,      Warehousing and storage,24214,25477
15000,Hawaii,45,    Information,535081,538218
15000,Hawaii,46,      Publishing industries (except Internet),115556,137363
15000,Hawaii,47,      Motion picture and sound recording industries,46572,40740
15000,Hawaii,48,      Broadcasting (except Internet) and telecommunications,351863,337010
15000,Hawaii,49,"      Data processing, hosting, and other information services",21090,23105
15000,Hawaii,50,"    Finance, insurance, real estate, rental, and leasing",1216865,1311436
15000,Hawaii,51,      Finance and insurance,827734,908790
15000,Hawaii,52,"        Monetary Authorities- central bank, credit intermediation, and related services",391609,452571
15000,Hawaii,53,"        Securities, commodity contracts, and other financial investments and related activities",94989,94612
15000,Hawaii,54,        Insurance carriers and related activities,340688,360676
15000,Hawaii,55,"        Funds, trusts, and other financial vehicles",(T),(T)
15000,Hawaii,56,      Real estate and rental and leasing,389130,402647
15000,Hawaii,57,        Real estate,283178,288866
15000,Hawaii,58,        Rental and leasing services and lessors of nonfinancial intangible assets,105952,113780
15000,Hawaii,59,    Professional and business services,2001852,2059548
15000,Hawaii,60,"      Professional, scientific, and technical services",943492,945282
15000,Hawaii,61,        Legal services,261671,267861
15000,Hawaii,62,        Computer systems design and related services,129442,141428
15000,Hawaii,63,"        Miscellaneous professional, scientific, and technical services",552379,535993
15000,Hawaii,64,      Management of companies and enterprises,337559,366221
15000,Hawaii,65,      Administrative and support and waste management and remediation services,720800,748045
15000,Hawaii,66,        Administrative and support services,662269,687903
15000,Hawaii,67,        Waste management and remediation services,58532,60142
15000,Hawaii,68,"    Educational services, health care, and social assistance",2232222,2198256
15000,Hawaii,69,      Educational services,317273,326887
15000,Hawaii,70,      Health care and social assistance,1914949,1871369
15000,Hawaii,71,        Ambulatory health care services,1065365,963242
15000,Hawaii,72,        Hospitals,548837,573235
15000,Hawaii,73,        Nursing and residential care facilities,117996,130453
15000,Hawaii,74,        Social assistance,182751,204439
15000,Hawaii,75,"    Arts, entertainment, recreation, accommodation, and food services",2143020,2250604
15000,Hawaii,76,"      Arts, entertainment, and recreation",237273,255638
15000,Hawaii,77,"        Performing arts, spectator sports, museums, and related activities",67497,69250
15000,Hawaii,78,"        Amusement, gambling, and recreation industries",169776,186388
15000,Hawaii,79,      Accommodation and food services,1905747,1994965
15000,Hawaii,80,        Accommodation,1163067,1217999
15000,Hawaii,81,        Food services and drinking places,742681,776966
15000,Hawaii,82,    Other services (except government and government enterprises),733906,760441
15000,Hawaii,83,  Government and government enterprises,6646567,6804241
15000,Hawaii,84,    Federal civilian,1573065,1666050
15000,Hawaii,85,    Military,1995670,1990178
15000,Hawaii,86,    State and local,3077832,3148013
15000,Hawaii,,Addenda:,,
15000,Hawaii,87,Natural resources and mining,219278,230328
15000,Hawaii,88,Trade,2270267,2296279
15000,Hawaii,89,Transportation and utilities,1302626,1346564
15000,Hawaii,90,Private goods-producing industries 2/,1996728,1998915
15000,Hawaii,91,Private services-providing industries 3/,12435838,12761346
16000,Idaho,1,All industry total,16180786,17240891
16000,Idaho,2,  Private industries,12565632,13418655
16000,Idaho,3,"    Agriculture, forestry, fishing, and hunting",551065,550697
16000,Idaho,4,      Farms,353460,351309
16000,Idaho,5,"      Forestry, fishing, and related activities",197605,199388
16000,Idaho,6,"    Mining, quarrying, and oil and gas extraction",135449,134579
16000,Idaho,7,      Oil and gas extraction,(T),(T)
16000,Idaho,8,      Mining (except oil and gas),132852,131691
16000,Idaho,9,      Support activities for mining,(T),(T)
16000,Idaho,10,    Utilities,88051,94473
16000,Idaho,11,    Construction,1084865,1125563
16000,Idaho,12,    Manufacturing,2594030,2817637
16000,Idaho,13,      Durable goods manufacturing,1720467,1897036
16000,Idaho,14,        Wood product manufacturing,343337,340568
16000,Idaho,15,        Nonmetallic mineral product manufacturing,50419,52381
16000,Idaho,16,        Primary metal manufacturing,11592,12293
16000,Idaho,17,        Fabricated metal product manufacturing,135883,138558
16000,Idaho,18,        Machinery manufacturing,114032,116376
16000,Idaho,19,        Computer and electronic product manufacturing,871089,1011368
16000,Idaho,20,"        Electrical equipment, appliance, and component manufacturing",17789,19336
16000,Idaho,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",51861,62518
16000,Idaho,22,        Other transportation equipment manufacturing,20600,16303
16000,Idaho,23,        Furniture and related product manufacturing,52560,61486
16000,Idaho,24,        Miscellaneous manufacturing,51305,65849
16000,Idaho,25,      Nondurable goods manufacturing,873564,920601
16000,Idaho,26,        Food and beverage and tobacco products manufacturing,554680,585167
16000,Idaho,27,        Textile mills and textile product mills,(T),(T)
16000,Idaho,28,"        Apparel, leather, and allied product manufacturing",(T),(T)
16000,Idaho,29,        Paper manufacturing,90718,101161
16000,Idaho,30,        Printing and related support activities,61750,61843
16000,Idaho,31,        Petroleum and coal products manufacturing,3719,3028
16000,Idaho,32,        Chemical manufacturing,113903,117787
16000,Idaho,33,        Plastics and rubber products manufacturing,34715,37750
16000,Idaho,34,    Wholesale trade,787326,836348
16000,Idaho,35,    Retail trade,1452857,1562310
16000,Idaho,36,    Transportation and warehousing,561118,602938
16000,Idaho,37,      Air transportation,29722,32340
16000,Idaho,38,      Rail transportation,124324,122330
16000,Idaho,39,      Water transportation,(T),(T)
16000,Idaho,40,      Truck transportation,250122,271477
16000,Idaho,41,      Transit and ground passenger transportation,19356,21654
16000,Idaho,42,      Pipeline transportation,(T),(T)
16000,Idaho,43,      Other transportation and support activities,94721,106192
16000,Idaho,44,      Warehousing and storage,37094,41539
16000,Idaho,45,    Information,291950,324025
16000,Idaho,46,      Publishing industries (except Internet),97273,104639
16000,Idaho,47,      Motion picture and sound recording industries,10868,11716
16000,Idaho,48,      Broadcasting (except Internet) and telecommunications,160316,181468
16000,Idaho,49,"      Data processing, hosting, and other information services",23493,26201
16000,Idaho,50,"    Finance, insurance, real estate, rental, and leasing",732973,808052
16000,Idaho,51,      Finance and insurance,607008,667960
16000,Idaho,52,"        Monetary Authorities- central bank, credit intermediation, and related services",283821,309618
16000,Idaho,53,"        Securities, commodity contracts, and other financial investments and related activities",60956,70070
16000,Idaho,54,        Insurance carriers and related activities,260124,286223
16000,Idaho,55,"        Funds, trusts, and other financial vehicles",2108,2050
16000,Idaho,56,      Real estate and rental and leasing,125965,140092
16000,Idaho,57,        Real estate,88732,97256
16000,Idaho,58,        Rental and leasing services and lessors of nonfinancial intangible assets,37233,42836
16000,Idaho,59,    Professional and business services,1869590,1991561
16000,Idaho,60,"      Professional, scientific, and technical services",1064164,1147711
16000,Idaho,61,        Legal services,122417,129625
16000,Idaho,62,        Computer systems design and related services,76485,93090
16000,Idaho,63,"        Miscellaneous professional, scientific, and technical services",865262,924996
16000,Idaho,64,      Management of companies and enterprises,443249,443566
16000,Idaho,65,      Administrative and support and waste management and remediation services,362178,400284
16000,Idaho,66,        Administrative and support services,323209,363818
16000,Idaho,67,        Waste management and remediation services,38968,36466
16000,Idaho,68,"    Educational services, health care, and social assistance",1390538,1470608
16000,Idaho,69,      Educational services,106367,113470
16000,Idaho,70,      Health care and social assistance,1284172,1357137
16000,Idaho,71,        Ambulatory health care services,654546,663236
16000,Idaho,72,        Hospitals,334638,367673
16000,Idaho,73,        Nursing and residential care facilities,189079,205119
16000,Idaho,74,        Social assistance,105909,121110
16000,Idaho,75,"    Arts, entertainment, recreation, accommodation, and food services",550796,609365
16000,Idaho,76,"      Arts, entertainment, and recreation",81759,90737
16000,Idaho,77,"        Performing arts, spectator sports, museums, and related activities",12651,13759
16000,Idaho,78,"        Amusement, gambling, and recreation industries",69108,76978
16000,Idaho,79,      Accommodation and food services,469037,518628
16000,Idaho,80,        Accommodation,115047,128300
16000,Idaho,81,        Food services and drinking places,353990,390327
16000,Idaho,82,    Other services (except government and government enterprises),475022,490500
16000,Idaho,83,  Government and government enterprises,3615154,3822236
16000,Idaho,84,    Federal civilian,632303,658855
16000,Idaho,85,    Military,228474,238763
16000,Idaho,86,    State and local,2754377,2924618
16000,Idaho,,Addenda:,,
16000,Idaho,87,Natural resources and mining,686514,685276
16000,Idaho,88,Trade,2240183,2398658
16000,Idaho,89,Transportation and utilities,649169,697411
16000,Idaho,90,Private goods-producing industries 2/,4365409,4628476
16000,Idaho,91,Private services-providing industries 3/,8200223,8790179
17000,Illinois,1,All industry total,236758868,254033219
17000,Illinois,2,  Private industries,200756085,216348924
17000,Illinois,3,"    Agriculture, forestry, fishing, and hunting",428136,491039
17000,Illinois,4,      Farms,335147,390176
17000,Illinois,5,"      Forestry, fishing, and related activities",92989,100863
17000,Illinois,6,"    Mining, quarrying, and oil and gas extraction",667473,649615
17000,Illinois,7,      Oil and gas extraction,32204,31474
17000,Illinois,8,      Mining (except oil and gas),584153,572431
17000,Illinois,9,      Support activities for mining,51115,45711
17000,Illinois,10,    Utilities,2588991,2630914
17000,Illinois,11,    Construction,11665401,12723807
17000,Illinois,12,    Manufacturing,43541563,45145008
17000,Illinois,13,      Durable goods manufacturing,28384173,29281835
17000,Illinois,14,        Wood product manufacturing,353270,364891
17000,Illinois,15,        Nonmetallic mineral product manufacturing,952782,1024068
17000,Illinois,16,        Primary metal manufacturing,2051298,2143720
17000,Illinois,17,        Fabricated metal product manufacturing,5796978,6095324
17000,Illinois,18,        Machinery manufacturing,7040179,7211016
17000,Illinois,19,        Computer and electronic product manufacturing,4910487,4506837
17000,Illinois,20,"        Electrical equipment, appliance, and component manufacturing",2158058,2269234
17000,Illinois,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",2134828,2461228
17000,Illinois,22,        Other transportation equipment manufacturing,389883,398384
17000,Illinois,23,        Furniture and related product manufacturing,716784,767053
17000,Illinois,24,        Miscellaneous manufacturing,1879625,2040080
17000,Illinois,25,      Nondurable goods manufacturing,15157390,15863174
17000,Illinois,26,        Food and beverage and tobacco products manufacturing,3883966,4089828
17000,Illinois,27,        Textile mills and textile product mills,235000,231204
17000,Illinois,28,"        Apparel, leather, and allied product manufacturing",371156,394944
17000,Illinois,29,        Paper manufacturing,1501537,1511950
17000,Illinois,30,        Printing and related support activities,2480460,2558826
17000,Illinois,31,        Petroleum and coal products manufacturing,540049,566188
17000,Illinois,32,        Chemical manufacturing,3788178,3973575
17000,Illinois,33,        Plastics and rubber products manufacturing,2357044,2536660
17000,Illinois,34,    Wholesale trade,16680303,17810844
17000,Illinois,35,    Retail trade,15446339,15849035
17000,Illinois,36,    Transportation and warehousing,9844087,10528575
17000,Illinois,37,      Air transportation,2235934,2454611
17000,Illinois,38,      Rail transportation,1109668,1159160
17000,Illinois,39,      Water transportation,81066,81798
17000,Illinois,40,      Truck transportation,2903879,3074844
17000,Illinois,41,      Transit and ground passenger transportation,426712,443294
17000,Illinois,42,      Pipeline transportation,97474,96209
17000,Illinois,43,      Other transportation and support activities,1864508,2013422
17000,Illinois,44,      Warehousing and storage,1124847,1205239
17000,Illinois,45,    Information,7873465,8530582
17000,Illinois,46,      Publishing industries (except Internet),2801139,3013568
17000,Illinois,47,      Motion picture and sound recording industries,445728,443115
17000,Illinois,48,      Broadcasting (except Internet) and telecommunications,3370856,3720208
17000,Illinois,49,"      Data processing, hosting, and other information services",1255740,1353691
17000,Illinois,50,"    Finance, insurance, real estate, rental, and leasing",22030964,24404776
17000,Illinois,51,      Finance and insurance,19016972,21030810
17000,Illinois,52,"        Monetary Authorities- central bank, credit intermediation, and related services",6444368,7355865
17000,Illinois,53,"        Securities, commodity contracts, and other financial investments and related activities",5406138,5998109
17000,Illinois,54,        Insurance carriers and related activities,7108861,7611936
17000,Illinois,55,"        Funds, trusts, and other financial vehicles",57604,64901
17000,Illinois,56,      Real estate and rental and leasing,3013992,3373965
17000,Illinois,57,        Real estate,2101585,2388260
17000,Illinois,58,        Rental and leasing services and lessors of nonfinancial intangible assets,912407,985706
17000,Illinois,59,    Professional and business services,32875023,37626676
17000,Illinois,60,"      Professional, scientific, and technical services",19082711,21424447
17000,Illinois,61,        Legal services,3356776,3587988
17000,Illinois,62,        Computer systems design and related services,2859581,3882739
17000,Illinois,63,"        Miscellaneous professional, scientific, and technical services",12866353,13953720
17000,Illinois,64,      Management of companies and enterprises,5342046,6929970
17000,Illinois,65,      Administrative and support and waste management and remediation services,8450267,9272259
17000,Illinois,66,        Administrative and support services,7802115,8596353
17000,Illinois,67,        Waste management and remediation services,648152,675907
17000,Illinois,68,"    Educational services, health care, and social assistance",22261662,23731440
17000,Illinois,69,      Educational services,3119473,3374939
17000,Illinois,70,      Health care and social assistance,19142189,20356501
17000,Illinois,71,        Ambulatory health care services,7634524,7980540
17000,Illinois,72,        Hospitals,7501623,8049776
17000,Illinois,73,        Nursing and residential care facilities,2342943,2467600
17000,Illinois,74,        Social assistance,1663099,1858585
17000,Illinois,75,"    Arts, entertainment, recreation, accommodation, and food services",7406965,8142499
17000,Illinois,76,"      Arts, entertainment, and recreation",1924187,2060370
17000,Illinois,77,"        Performing arts, spectator sports, museums, and related activities",869616,930420
17000,Illinois,78,"        Amusement, gambling, and recreation industries",1054571,1129949
17000,Illinois,79,      Accommodation and food services,5482778,6082129
17000,Illinois,80,        Accommodation,1014092,1161403
17000,Illinois,81,        Food services and drinking places,4468685,4920726
17000,Illinois,82,    Other services (except government and government enterprises),7445713,8084113
17000,Illinois,83,  Government and government enterprises,36002783,37684295
17000,Illinois,84,    Federal civilian,5443095,5516678
17000,Illinois,85,    Military,1528532,1591164
17000,Illinois,86,    State and local,29031156,30576453
17000,Illinois,,Addenda:,,
17000,Illinois,87,Natural resources and mining,1095609,1140654
17000,Illinois,88,Trade,32126642,33659880
17000,Illinois,89,Transportation and utilities,12433078,13159489
17000,Illinois,90,Private goods-producing industries 2/,56302573,59009470
17000,Illinois,91,Private services-providing industries 3/,144453513,157339455
18000,Indiana,1,All industry total,97943268,104953444
18000,Indiana,2,  Private industries,84136154,90585189
18000,Indiana,3,"    Agriculture, forestry, fishing, and hunting",289427,333093
18000,Indiana,4,      Farms,237553,275704
18000,Indiana,5,"      Forestry, fishing, and related activities",51875,57389
18000,Indiana,6,"    Mining, quarrying, and oil and gas extraction",388734,401567
18000,Indiana,7,      Oil and gas extraction,6204,5363
18000,Indiana,8,      Mining (except oil and gas),376342,390539
18000,Indiana,9,      Support activities for mining,(T),(T)
18000,Indiana,10,    Utilities,1033996,1035955
18000,Indiana,11,    Construction,5529556,6033871
18000,Indiana,12,    Manufacturing,29844638,31927404
18000,Indiana,13,      Durable goods manufacturing,22477074,23931340
18000,Indiana,14,        Wood product manufacturing,754346,835872
18000,Indiana,15,        Nonmetallic mineral product manufacturing,745478,767997
18000,Indiana,16,        Primary metal manufacturing,3843339,3994165
18000,Indiana,17,        Fabricated metal product manufacturing,2573765,2746630
18000,Indiana,18,        Machinery manufacturing,2663094,2814668
18000,Indiana,19,        Computer and electronic product manufacturing,1375000,1395759
18000,Indiana,20,"        Electrical equipment, appliance, and component manufacturing",1080215,1070140
18000,Indiana,21,"        Motor vehicles, bodies and trailers, and parts manufacturing",6542765,7163168
18000,Indiana,22,        Other transportation equipment manufacturing,761033,819993
18000,Indiana,23,        Furniture and related product manufacturing,891266,962448
18000,Indiana,24,        Miscellaneous manufacturing,1246774,1360500
18000,Indiana,25,      Nondurable goods manufacturing,7367565,7996064
18000,Indiana,26,        Food and beverage and tobacco products manufacturing,1276377,1331433
18000,Indiana,27,        Textile mills and textile product mills,133340,147006
18000,Indiana,28,"        Apparel, leather, and allied product manufacturing",94127,88286
18000,Indiana,29,        Paper manufacturing,606272,623493
18000,Indiana,30,        Printing and related support activities,878590,919383
18000,Indiana,31,        Petroleum and coal products manufacturing,283259,286003
18000,Indiana,32,        Chemical manufacturing,2461011,2873415
18000,Indiana,33,        Plastics and rubber products manufacturing,1634589,1727045
18000,Indiana,34,    Wholesale trade,5196649,5604363
