"SAEXP2 Per capita personal consumption expenditures (PCE) by state 1/"
"(Dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2010","2011","2012","2013","2014","2015","2016","2017"
"15000","Hawaii","19","    Food services and accommodations",1726,1849,1999,2081,2196,2317,2447,2556
"15000","Hawaii","20","    Financial services and insurance",2760,2932,2923,2992,3204,3382,3500,3696
"15000","Hawaii","21","    Other services",3268,3363,3440,3493,3649,3764,3879,4054
"15000","Hawaii","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1561,1593,1739,1721,1828,1827,1985,2051
"15000","Hawaii","23","  Gross output of nonprofit institutions",4340,4481,4771,4827,5112,5310,5704,5942
"15000","Hawaii","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2779,2888,3032,3106,3284,3483,3719,3892
"16000","Idaho","1","Per capita personal consumption expenditures",27051,28104,29015,30120,31302,32523,33792,35339
"16000","Idaho","2","  Goods",9979,10408,10760,11246,11651,11936,12257,12845
"16000","Idaho","3","    Durable goods",3338,3395,3544,3749,3897,4164,4295,4522
"16000","Idaho","4","      Motor vehicles and parts",1137,1159,1248,1332,1417,1553,1597,1696
"16000","Idaho","5","      Furnishings and durable household equipment",746,736,759,808,835,883,916,951
"16000","Idaho","6","      Recreational goods and vehicles",965,996,1016,1066,1096,1153,1200,1256
"16000","Idaho","7","      Other durable goods",490,504,520,543,549,575,582,618
"16000","Idaho","8","    Nondurable goods",6641,7013,7216,7497,7753,7773,7963,8323
"16000","Idaho","9","      Food and beverages purchased for off-premises consumption",2490,2557,2677,2853,3026,3197,3380,3531
"16000","Idaho","10","      Clothing and footwear",736,745,786,797,794,809,833,838
"16000","Idaho","11","      Gasoline and other energy goods",1351,1592,1595,1599,1539,1168,1010,1136
"16000","Idaho","12","      Other nondurable goods",2065,2119,2158,2248,2394,2598,2740,2819
"16000","Idaho","13","  Services",17072,17696,18255,18874,19652,20587,21534,22494
"16000","Idaho","14","    Household consumption expenditures (for services)",16706,17346,17866,18492,19289,20272,21208,22176
"16000","Idaho","15","    Housing and utilities",4915,5152,5372,5643,5808,6072,6202,6328
"16000","Idaho","16","    Health care",4493,4717,4879,4997,5261,5620,5954,6213
"16000","Idaho","17","    Transportation services",718,731,730,787,836,869,913,970
"16000","Idaho","18","    Recreation services",1025,1014,1062,1093,1128,1170,1245,1334
"16000","Idaho","19","    Food services and accommodations",1621,1683,1755,1788,1909,2038,2163,2219
"16000","Idaho","20","    Financial services and insurance",2248,2381,2415,2542,2670,2795,2944,3267
"16000","Idaho","21","    Other services",1687,1667,1654,1641,1677,1709,1786,1845
"16000","Idaho","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",365,350,389,382,362,315,327,318
"16000","Idaho","23","  Gross output of nonprofit institutions",2724,2803,2943,3012,3161,3330,3558,3624
"16000","Idaho","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2359,2453,2554,2630,2799,3015,3232,3306
"17000","Illinois","1","Per capita personal consumption expenditures",34335,35491,36252,36891,38398,39873,41247,42927
"17000","Illinois","2","  Goods",10380,10950,11129,11272,11510,11741,11942,12448
"17000","Illinois","3","    Durable goods",3408,3550,3631,3741,3842,4047,4151,4327
"17000","Illinois","4","      Motor vehicles and parts",1119,1176,1233,1269,1337,1434,1445,1456
"17000","Illinois","5","      Furnishings and durable household equipment",743,752,768,798,817,870,921,964
"17000","Illinois","6","      Recreational goods and vehicles",942,974,979,1001,994,1018,1047,1123
"17000","Illinois","7","      Other durable goods",604,648,652,674,695,725,738,783
"17000","Illinois","8","    Nondurable goods",6972,7400,7498,7531,7668,7694,7791,8121
"17000","Illinois","9","      Food and beverages purchased for off-premises consumption",2355,2434,2453,2480,2546,2606,2651,2715
"17000","Illinois","10","      Clothing and footwear",1091,1142,1163,1170,1189,1217,1239,1250
"17000","Illinois","11","      Gasoline and other energy goods",889,1091,1116,1072,1022,775,684,768
"17000","Illinois","12","      Other nondurable goods",2637,2732,2766,2810,2911,3095,3217,3389
"17000","Illinois","13","  Services",23955,24541,25123,25619,26888,28133,29305,30479
"17000","Illinois","14","    Household consumption expenditures (for services)",22490,23028,23440,23945,25122,26371,27406,28516
"17000","Illinois","15","    Housing and utilities",6417,6480,6463,6561,6890,7075,7340,7636
"17000","Illinois","16","    Health care",5572,5672,5824,5949,6226,6560,6864,7129
"17000","Illinois","17","    Transportation services",1127,1228,1249,1305,1400,1472,1535,1586
"17000","Illinois","18","    Recreation services",1422,1440,1497,1531,1581,1684,1756,1837
"17000","Illinois","19","    Food services and accommodations",2091,2174,2257,2308,2396,2604,2718,2782
"17000","Illinois","20","    Financial services and insurance",2355,2466,2569,2674,2843,3085,3175,3377
"17000","Illinois","21","    Other services",3506,3567,3582,3618,3785,3890,4017,4170
"17000","Illinois","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1465,1514,1682,1673,1766,1761,1899,1963
"17000","Illinois","23","  Gross output of nonprofit institutions",4680,4804,5061,5140,5385,5546,5875,6132
"17000","Illinois","24","  Less: Receipts from sales of goods and services by nonprofit institutions",3215,3290,3379,3466,3619,3784,3977,4169
"18000","Indiana","1","Per capita personal consumption expenditures",29423,30545,31630,32142,32947,33790,34870,36305
"18000","Indiana","2","  Goods",10236,10776,11086,11205,11360,11298,11441,11848
"18000","Indiana","3","    Durable goods",3066,3166,3286,3354,3470,3606,3703,3868
"18000","Indiana","4","      Motor vehicles and parts",1063,1106,1161,1191,1267,1343,1373,1413
"18000","Indiana","5","      Furnishings and durable household equipment",696,713,743,758,771,813,857,903
"18000","Indiana","6","      Recreational goods and vehicles",848,863,891,909,923,928,949,999
"18000","Indiana","7","      Other durable goods",459,484,492,496,509,522,524,553
"18000","Indiana","8","    Nondurable goods",7170,7610,7800,7851,7890,7692,7738,7980
"18000","Indiana","9","      Food and beverages purchased for off-premises consumption",2409,2474,2525,2538,2575,2628,2684,2702
"18000","Indiana","10","      Clothing and footwear",862,889,903,893,893,908,937,961
"18000","Indiana","11","      Gasoline and other energy goods",1334,1600,1633,1607,1501,1133,1007,1118
"18000","Indiana","12","      Other nondurable goods",2565,2648,2740,2813,2920,3024,3110,3199
"18000","Indiana","13","  Services",19187,19769,20544,20937,21587,22492,23429,24458
"18000","Indiana","14","    Household consumption expenditures (for services)",18218,18760,19464,19833,20456,21347,22206,23203
"18000","Indiana","15","    Housing and utilities",5022,5121,5168,5282,5460,5589,5704,5885
"18000","Indiana","16","    Health care",5559,5765,6220,6316,6477,6888,7308,7773
"18000","Indiana","17","    Transportation services",821,875,902,938,996,1030,1101,1135
"18000","Indiana","18","    Recreation services",1268,1272,1323,1365,1378,1428,1476,1528
"18000","Indiana","19","    Food services and accommodations",1782,1853,1930,1958,2019,2158,2220,2241
"18000","Indiana","20","    Financial services and insurance",1543,1609,1625,1678,1764,1869,1929,2109
"18000","Indiana","21","    Other services",2224,2265,2297,2296,2363,2385,2468,2532
"18000","Indiana","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",968,1009,1080,1105,1131,1146,1223,1254
"18000","Indiana","23","  Gross output of nonprofit institutions",3270,3375,3528,3598,3645,3783,4037,4182
"18000","Indiana","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2302,2366,2448,2494,2514,2637,2814,2928
"19000","Iowa","1","Per capita personal consumption expenditures",30575,31875,32727,33397,34550,35419,36483,37652
"19000","Iowa","2","  Goods",11158,11954,12244,12451,12749,12668,12860,13253
"19000","Iowa","3","    Durable goods",3545,3686,3827,3967,4067,4177,4249,4354
"19000","Iowa","4","      Motor vehicles and parts",1331,1380,1469,1524,1590,1691,1719,1746
"19000","Iowa","5","      Furnishings and durable household equipment",722,743,769,789,798,814,852,883
"19000","Iowa","6","      Recreational goods and vehicles",971,1029,1044,1092,1101,1091,1095,1120
"19000","Iowa","7","      Other durable goods",520,534,546,562,578,581,583,605
"19000","Iowa","8","    Nondurable goods",7613,8268,8417,8484,8682,8492,8611,8898
"19000","Iowa","9","      Food and beverages purchased for off-premises consumption",2448,2597,2666,2710,2825,2913,3018,3053
"19000","Iowa","10","      Clothing and footwear",874,872,882,879,881,888,903,909
"19000","Iowa","11","      Gasoline and other energy goods",1615,1992,1996,1983,1915,1534,1380,1537
"19000","Iowa","12","      Other nondurable goods",2676,2808,2873,2913,3061,3157,3309,3399
"19000","Iowa","13","  Services",19417,19921,20483,20946,21801,22751,23623,24400
"19000","Iowa","14","    Household consumption expenditures (for services)",18261,18712,19205,19648,20476,21407,22220,22959
"19000","Iowa","15","    Housing and utilities",4816,4914,5044,5232,5432,5599,5830,6058
"19000","Iowa","16","    Health care",5224,5352,5484,5539,5801,6126,6352,6502
"19000","Iowa","17","    Transportation services",806,828,842,873,930,946,961,992
"19000","Iowa","18","    Recreation services",1263,1249,1297,1332,1356,1439,1525,1554
"19000","Iowa","19","    Food services and accommodations",1661,1729,1815,1871,1939,2037,2111,2117
"19000","Iowa","20","    Financial services and insurance",1962,2110,2205,2295,2472,2682,2819,3036
"19000","Iowa","21","    Other services",2529,2530,2518,2506,2547,2578,2623,2701
"19000","Iowa","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1156,1209,1277,1298,1325,1344,1403,1441
"19000","Iowa","23","  Gross output of nonprofit institutions",3509,3626,3758,3817,3872,3992,4161,4311
"19000","Iowa","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2353,2416,2481,2519,2547,2648,2759,2871
"20000","Kansas","1","Per capita personal consumption expenditures",29898,31090,31927,32505,33600,34488,35451,36534
"20000","Kansas","2","  Goods",10496,11076,11461,11610,11869,11861,12019,12187
"20000","Kansas","3","    Durable goods",3404,3458,3660,3738,3847,3987,4128,4181
"20000","Kansas","4","      Motor vehicles and parts",1190,1219,1348,1357,1396,1451,1472,1481
"20000","Kansas","5","      Furnishings and durable household equipment",820,826,858,876,928,963,1028,1047
"20000","Kansas","6","      Recreational goods and vehicles",919,910,931,975,989,1025,1080,1092
"20000","Kansas","7","      Other durable goods",475,504,522,529,533,547,548,561
"20000","Kansas","8","    Nondurable goods",7092,7618,7801,7872,8023,7875,7891,8006
"20000","Kansas","9","      Food and beverages purchased for off-premises consumption",2614,2749,2784,2793,2865,2924,2980,2998
"20000","Kansas","10","      Clothing and footwear",853,880,901,901,903,913,925,933
"20000","Kansas","11","      Gasoline and other energy goods",1095,1363,1376,1402,1365,1071,956,1033
"20000","Kansas","12","      Other nondurable goods",2530,2626,2740,2776,2890,2966,3030,3042
"20000","Kansas","13","  Services",19403,20014,20466,20896,21731,22627,23432,24347
"20000","Kansas","14","    Household consumption expenditures (for services)",18631,19170,19548,19984,20798,21713,22460,23351
"20000","Kansas","15","    Housing and utilities",5077,5181,5257,5409,5641,5852,6110,6419
"20000","Kansas","16","    Health care",5282,5490,5705,5746,5866,6111,6222,6418
"20000","Kansas","17","    Transportation services",798,821,828,847,887,912,940,957
"20000","Kansas","18","    Recreation services",1125,1107,1127,1185,1231,1268,1291,1313
"20000","Kansas","19","    Food services and accommodations",1716,1779,1855,1892,1975,2099,2146,2167
"20000","Kansas","20","    Financial services and insurance",2281,2378,2377,2484,2656,2881,3036,3256
"20000","Kansas","21","    Other services",2353,2414,2399,2421,2541,2590,2715,2822
"20000","Kansas","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",771,844,918,911,934,914,972,996
"20000","Kansas","23","  Gross output of nonprofit institutions",3215,3362,3502,3546,3672,3807,4038,4196
"20000","Kansas","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2444,2518,2584,2635,2738,2893,3066,3200
"21000","Kentucky","1","Per capita personal consumption expenditures",27555,28668,29348,29844,30803,31753,32824,33785
"21000","Kentucky","2","  Goods",10404,10980,11240,11295,11482,11524,11764,12083
"21000","Kentucky","3","    Durable goods",2809,2900,3068,3135,3243,3445,3574,3686
"21000","Kentucky","4","      Motor vehicles and parts",1042,1075,1157,1184,1228,1347,1364,1374
"21000","Kentucky","5","      Furnishings and durable household equipment",635,637,673,683,697,717,761,799
"21000","Kentucky","6","      Recreational goods and vehicles",720,748,787,808,833,866,928,976
"21000","Kentucky","7","      Other durable goods",413,441,452,460,484,515,522,537
"21000","Kentucky","8","    Nondurable goods",7594,8080,8172,8160,8240,8079,8190,8397
"21000","Kentucky","9","      Food and beverages purchased for off-premises consumption",2668,2756,2830,2856,2895,2973,3085,3127
"21000","Kentucky","10","      Clothing and footwear",768,792,797,788,808,838,868,879
"21000","Kentucky","11","      Gasoline and other energy goods",1303,1585,1574,1523,1420,1060,925,1012
"21000","Kentucky","12","      Other nondurable goods",2856,2947,2970,2993,3118,3208,3312,3379
"21000","Kentucky","13","  Services",17151,17688,18108,18549,19320,20230,21060,21702
"21000","Kentucky","14","    Household consumption expenditures (for services)",16279,16761,17143,17537,18292,19176,19953,20567
"21000","Kentucky","15","    Housing and utilities",4353,4447,4585,4721,4925,5075,5283,5438
"21000","Kentucky","16","    Health care",5106,5295,5369,5462,5663,6061,6352,6524
"21000","Kentucky","17","    Transportation services",553,588,585,590,607,628,659,687
"21000","Kentucky","18","    Recreation services",1105,1092,1136,1155,1179,1230,1258,1302
"21000","Kentucky","19","    Food services and accommodations",1761,1825,1905,1933,2029,2161,2252,2286
"21000","Kentucky","20","    Financial services and insurance",1524,1624,1686,1785,1957,2097,2166,2284
"21000","Kentucky","21","    Other services",1877,1890,1877,1890,1931,1924,1983,2046
"21000","Kentucky","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",872,927,965,1012,1029,1054,1106,1135
"21000","Kentucky","23","  Gross output of nonprofit institutions",3010,3113,3211,3300,3345,3534,3715,3852
"21000","Kentucky","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2138,2186,2246,2288,2316,2480,2609,2717
"22000","Louisiana","1","Per capita personal consumption expenditures",28916,29786,30419,31098,32114,33036,33694,34539
"22000","Louisiana","2","  Goods",10843,11444,11770,11869,12013,12035,12030,12280
"22000","Louisiana","3","    Durable goods",3324,3474,3635,3744,3837,3996,3995,4067
"22000","Louisiana","4","      Motor vehicles and parts",1290,1379,1511,1593,1637,1720,1671,1652
"22000","Louisiana","5","      Furnishings and durable household equipment",782,794,812,829,843,873,900,936
"22000","Louisiana","6","      Recreational goods and vehicles",838,864,868,873,893,921,937,975
"22000","Louisiana","7","      Other durable goods",414,437,444,450,464,482,487,504
"22000","Louisiana","8","    Nondurable goods",7518,7970,8135,8125,8176,8039,8036,8213
"22000","Louisiana","9","      Food and beverages purchased for off-premises consumption",2457,2535,2597,2623,2685,2748,2757,2788
"22000","Louisiana","10","      Clothing and footwear",958,982,989,996,1007,1020,1027,1029
"22000","Louisiana","11","      Gasoline and other energy goods",1291,1576,1603,1558,1443,1071,952,1035
"22000","Louisiana","12","      Other nondurable goods",2813,2877,2945,2947,3041,3200,3300,3361
"22000","Louisiana","13","  Services",18074,18342,18648,19229,20101,21001,21663,22259
"22000","Louisiana","14","    Household consumption expenditures (for services)",17471,17709,17963,18539,19382,20280,20885,21459
"22000","Louisiana","15","    Housing and utilities",4622,4692,4722,4942,5161,5388,5575,5819
"22000","Louisiana","16","    Health care",5293,5274,5331,5469,5747,6134,6384,6485
"22000","Louisiana","17","    Transportation services",641,674,698,744,769,775,777,793
"22000","Louisiana","18","    Recreation services",1045,1024,1067,1136,1194,1218,1270,1281
"22000","Louisiana","19","    Food services and accommodations",2137,2215,2278,2348,2477,2625,2645,2644
"22000","Louisiana","20","    Financial services and insurance",1988,2068,2076,2111,2189,2255,2267,2365
"22000","Louisiana","21","    Other services",1744,1762,1791,1788,1845,1885,1967,2073
"22000","Louisiana","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",603,633,685,690,719,721,778,800
"22000","Louisiana","23","  Gross output of nonprofit institutions",2268,2324,2415,2456,2669,2801,2964,3087
"22000","Louisiana","24","  Less: Receipts from sales of goods and services by nonprofit institutions",1665,1691,1730,1766,1950,2081,2186,2286
"23000","Maine","1","Per capita personal consumption expenditures",36170,37327,37947,38675,39882,40887,41977,43364
"23000","Maine","2","  Goods",13254,13774,13826,14102,14566,14445,14630,15172
"23000","Maine","3","    Durable goods",3847,3909,3963,4072,4225,4411,4509,4671
"23000","Maine","4","      Motor vehicles and parts",1312,1354,1415,1456,1557,1681,1697,1727
"23000","Maine","5","      Furnishings and durable household equipment",830,827,832,861,882,900,936,970
"23000","Maine","6","      Recreational goods and vehicles",1108,1131,1130,1147,1159,1190,1219,1286
"23000","Maine","7","      Other durable goods",596,597,587,608,628,639,657,689
"23000","Maine","8","    Nondurable goods",9407,9865,9863,10030,10341,10034,10121,10501
"23000","Maine","9","      Food and beverages purchased for off-premises consumption",3398,3451,3548,3639,3818,3861,3984,4115
"23000","Maine","10","      Clothing and footwear",945,934,931,941,951,957,964,962
"23000","Maine","11","      Gasoline and other energy goods",2012,2382,2267,2209,2171,1660,1402,1577
"23000","Maine","12","      Other nondurable goods",3052,3097,3117,3240,3401,3556,3771,3847
"23000","Maine","13","  Services",22917,23553,24121,24573,25316,26442,27347,28192
"23000","Maine","14","    Household consumption expenditures (for services)",21259,21795,22294,22731,23440,24552,25381,26168
"23000","Maine","15","    Housing and utilities",5694,5849,6000,6173,6404,6748,6921,7062
"23000","Maine","16","    Health care",6288,6524,6686,6695,6854,7229,7457,7712
"23000","Maine","17","    Transportation services",743,748,755,811,848,888,930,962
"23000","Maine","18","    Recreation services",1320,1326,1394,1455,1463,1511,1598,1656
"23000","Maine","19","    Food services and accommodations",2137,2201,2277,2373,2507,2663,2808,2932
"23000","Maine","20","    Financial services and insurance",2383,2480,2506,2558,2656,2773,2779,2846
"23000","Maine","21","    Other services",2695,2667,2674,2667,2708,2741,2888,2996
"23000","Maine","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1657,1758,1827,1842,1876,1890,1967,2024
"23000","Maine","23","  Gross output of nonprofit institutions",4240,4432,4591,4656,4789,4938,5060,5245
"23000","Maine","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2582,2674,2764,2815,2913,3049,3093,3220
"24000","Maryland","1","Per capita personal consumption expenditures",37109,38055,38890,39555,40855,42156,43498,45034
"24000","Maryland","2","  Goods",11309,11715,12016,12128,12360,12458,12646,13019
"24000","Maryland","3","    Durable goods",3718,3812,3970,4007,4094,4228,4309,4430
"24000","Maryland","4","      Motor vehicles and parts",1293,1332,1439,1462,1511,1590,1623,1640
"24000","Maryland","5","      Furnishings and durable household equipment",882,883,899,906,923,951,972,1002
"24000","Maryland","6","      Recreational goods and vehicles",992,1019,1042,1050,1059,1063,1081,1120
"24000","Maryland","7","      Other durable goods",551,578,590,588,601,624,633,668
"24000","Maryland","8","    Nondurable goods",7591,7903,8046,8121,8266,8230,8337,8589
"24000","Maryland","9","      Food and beverages purchased for off-premises consumption",2595,2673,2680,2707,2785,2800,2840,2880
"24000","Maryland","10","      Clothing and footwear",1114,1146,1179,1169,1180,1202,1208,1225
"24000","Maryland","11","      Gasoline and other energy goods",987,1139,1203,1193,1124,853,752,811
"24000","Maryland","12","      Other nondurable goods",2894,2946,2984,3053,3176,3375,3537,3673
"24000","Maryland","13","  Services",25800,26340,26875,27428,28496,29698,30852,32015
"24000","Maryland","14","    Household consumption expenditures (for services)",24759,25217,25639,26180,27194,28414,29474,30608
"24000","Maryland","15","    Housing and utilities",7935,8052,8252,8562,8981,9462,9885,10255
"24000","Maryland","16","    Health care",6016,6165,6294,6328,6576,6995,7251,7501
"24000","Maryland","17","    Transportation services",1072,1115,1128,1177,1222,1269,1334,1402
"24000","Maryland","18","    Recreation services",1508,1495,1500,1536,1536,1577,1627,1672
"24000","Maryland","19","    Food services and accommodations",2176,2247,2346,2407,2495,2651,2750,2888
"24000","Maryland","20","    Financial services and insurance",2332,2418,2407,2463,2543,2588,2546,2694
"24000","Maryland","21","    Other services",3719,3726,3712,3707,3841,3871,4081,4196
"24000","Maryland","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1041,1123,1235,1247,1302,1284,1378,1407
"24000","Maryland","23","  Gross output of nonprofit institutions",4767,4938,5129,5202,5330,5491,5724,5931
"24000","Maryland","24","  Less: Receipts from sales of goods and services by nonprofit institutions",3726,3815,3894,3955,4028,4207,4346,4524
"25000","Massachusetts","1","Per capita personal consumption expenditures",43062,44285,45342,46271,48007,49783,51373,53267
"25000","Massachusetts","2","  Goods",12776,13260,13482,13733,14174,14380,14668,15302
"25000","Massachusetts","3","    Durable goods",4308,4410,4504,4597,4745,4945,5084,5272
"25000","Massachusetts","4","      Motor vehicles and parts",1192,1228,1268,1334,1405,1512,1516,1564
"25000","Massachusetts","5","      Furnishings and durable household equipment",902,914,930,959,985,1021,1070,1097
"25000","Massachusetts","6","      Recreational goods and vehicles",1417,1450,1463,1451,1482,1515,1576,1641
"25000","Massachusetts","7","      Other durable goods",798,817,843,854,873,897,922,970
"25000","Massachusetts","8","    Nondurable goods",8468,8851,8978,9137,9428,9435,9584,10030
"25000","Massachusetts","9","      Food and beverages purchased for off-premises consumption",2973,3108,3201,3248,3374,3443,3547,3682
"25000","Massachusetts","10","      Clothing and footwear",1279,1276,1306,1306,1316,1339,1371,1375
"25000","Massachusetts","11","      Gasoline and other energy goods",1118,1291,1247,1246,1211,931,818,900
"25000","Massachusetts","12","      Other nondurable goods",3098,3176,3224,3337,3527,3723,3848,4072
"25000","Massachusetts","13","  Services",30286,31025,31860,32537,33833,35403,36705,37966
"25000","Massachusetts","14","    Household consumption expenditures (for services)",28787,29425,30077,30679,31910,33464,34673,35881
"25000","Massachusetts","15","    Housing and utilities",8216,8322,8391,8508,8839,9252,9475,9778
"25000","Massachusetts","16","    Health care",7746,7854,7981,8025,8179,8569,8948,9234
"25000","Massachusetts","17","    Transportation services",1262,1355,1399,1491,1602,1677,1744,1796
"25000","Massachusetts","18","    Recreation services",1730,1755,1855,1921,1995,2143,2303,2441
"25000","Massachusetts","19","    Food services and accommodations",2579,2692,2802,2902,3039,3239,3416,3505
"25000","Massachusetts","20","    Financial services and insurance",3313,3451,3515,3655,3841,4003,3899,3963
"25000","Massachusetts","21","    Other services",3941,3998,4135,4177,4415,4581,4888,5165
"25000","Massachusetts","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1499,1600,1783,1859,1923,1939,2032,2084
"25000","Massachusetts","23","  Gross output of nonprofit institutions",5073,5246,5563,5713,5975,6111,6397,6624
"25000","Massachusetts","24","  Less: Receipts from sales of goods and services by nonprofit institutions",3574,3646,3780,3855,4052,4172,4365,4540
"26000","Michigan","1","Per capita personal consumption expenditures",31713,32946,33648,34323,35579,36693,37983,39237
"26000","Michigan","2","  Goods",10016,10614,10861,11068,11437,11579,11921,12436
"26000","Michigan","3","    Durable goods",3068,3207,3351,3429,3598,3786,3953,4101
"26000","Michigan","4","      Motor vehicles and parts",843,918,990,1031,1128,1185,1218,1251
"26000","Michigan","5","      Furnishings and durable household equipment",665,683,716,736,753,803,858,904
"26000","Michigan","6","      Recreational goods and vehicles",910,917,938,944,974,1018,1074,1092
"26000","Michigan","7","      Other durable goods",650,689,707,718,743,779,804,854
"26000","Michigan","8","    Nondurable goods",6949,7407,7510,7639,7839,7793,7968,8335
"26000","Michigan","9","      Food and beverages purchased for off-premises consumption",2454,2536,2609,2619,2706,2761,2867,2961
"26000","Michigan","10","      Clothing and footwear",884,900,924,926,931,945,958,958
"26000","Michigan","11","      Gasoline and other energy goods",1105,1368,1327,1362,1325,1033,930,1068
"26000","Michigan","12","      Other nondurable goods",2505,2602,2650,2732,2877,3054,3213,3348
"26000","Michigan","13","  Services",21697,22332,22787,23255,24142,25114,26062,26801
"26000","Michigan","14","    Household consumption expenditures (for services)",20056,20596,20941,21351,22191,23135,23981,24658
"26000","Michigan","15","    Housing and utilities",5965,6020,6000,6054,6198,6302,6473,6674
"26000","Michigan","16","    Health care",5528,5720,5869,5885,6048,6407,6717,6869
"26000","Michigan","17","    Transportation services",1265,1388,1420,1468,1592,1640,1738,1771
"26000","Michigan","18","    Recreation services",1329,1338,1390,1482,1558,1643,1734,1849
"26000","Michigan","19","    Food services and accommodations",1630,1745,1846,1893,1980,2129,2229,2288
"26000","Michigan","20","    Financial services and insurance",2114,2151,2159,2293,2468,2633,2624,2660
"26000","Michigan","21","    Other services",2226,2234,2257,2275,2347,2382,2466,2548
"26000","Michigan","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1640,1735,1846,1904,1951,1979,2081,2143
"26000","Michigan","23","  Gross output of nonprofit institutions",4615,4755,4914,5042,5188,5391,5654,5868
"26000","Michigan","24","  Less: Receipts from sales of goods and services by nonprofit institutions",2974,3020,3068,3138,3238,3412,3573,3725
"27000","Minnesota","1","Per capita personal consumption expenditures",35984,37448,38353,39252,40627,41957,43473,45354
"27000","Minnesota","2","  Goods",11446,12113,12433,12646,12866,13005,13365,13970
"27000","Minnesota","3","    Durable goods",4104,4260,4400,4503,4627,4836,4971,5224
"27000","Minnesota","4","      Motor vehicles and parts",1113,1189,1280,1322,1393,1483,1495,1568
"27000","Minnesota","5","      Furnishings and durable household equipment",817,835,861,896,923,982,1027,1064
"27000","Minnesota","6","      Recreational goods and vehicles",1250,1262,1267,1279,1277,1295,1333,1426
"27000","Minnesota","7","      Other durable goods",924,974,993,1006,1033,1077,1116,1166
"27000","Minnesota","8","    Nondurable goods",7342,7853,8033,8143,8239,8169,8394,8746
"27000","Minnesota","9","      Food and beverages purchased for off-premises consumption",2490,2597,2719,2757,2795,2861,2976,3077
"27000","Minnesota","10","      Clothing and footwear",1028,1054,1076,1086,1101,1133,1153,1156
"27000","Minnesota","11","      Gasoline and other energy goods",1309,1625,1625,1599,1555,1204,1085,1214
"27000","Minnesota","12","      Other nondurable goods",2515,2577,2614,2700,2788,2971,3180,3299
"27000","Minnesota","13","  Services",24539,25335,25920,26607,27762,28952,30107,31384
"27000","Minnesota","14","    Household consumption expenditures (for services)",23103,23847,24357,25004,26117,27298,28384,29625
"27000","Minnesota","15","    Housing and utilities",6303,6448,6574,6772,7062,7252,7528,7802
"27000","Minnesota","16","    Health care",6352,6488,6653,6815,7078,7520,7885,8277
"27000","Minnesota","17","    Transportation services",1166,1274,1309,1381,1481,1527,1551,1595
"27000","Minnesota","18","    Recreation services",1815,1847,1922,1998,2088,2207,2333,2456
"27000","Minnesota","19","    Food services and accommodations",1974,2075,2147,2194,2296,2479,2593,2646
"27000","Minnesota","20","    Financial services and insurance",2441,2598,2621,2708,2866,3009,3032,3180
"27000","Minnesota","21","    Other services",3051,3117,3131,3137,3247,3303,3463,3668
"27000","Minnesota","22","  Final consumption expenditures of nonprofit institutions serving households (NPISHs)",1436,1488,1562,1602,1644,1655,1723,1759
"27000","Minnesota","23","  Gross output of nonprofit institutions",4653,4782,4958,5069,5228,5408,5657,5834
"27000","Minnesota","24","  Less: Receipts from sales of goods and services by nonprofit institutions",3217,3294,3396,3466,3584,3754,3934,4075
"28000","Mississippi","1","Per capita personal consumption expenditures",25137,26126,26785,27256,27900,28497,29197,30027
"28000","Mississippi","2","  Goods",9540,10077,10364,10538,10668,10664,10771,11038
"28000","Mississippi","3","    Durable goods",2585,2678,2805,2940,3027,3171,3271,3370
"28000","Mississippi","4","      Motor vehicles and parts",957,1017,1101,1189,1232,1325,1356,1359
"28000","Mississippi","5","      Furnishings and durable household equipment",588,597,618,628,635,651,682,701
"28000","Mississippi","6","      Recreational goods and vehicles",642,649,662,683,699,720,749,802
"28000","Mississippi","7","      Other durable goods",397,415,423,440,461,475,484,507
"28000","Mississippi","8","    Nondurable goods",6956,7399,7559,7598,7641,7493,7500,7669
"28000","Mississippi","9","      Food and beverages purchased for off-premises consumption",2366,2445,2489,2514,2555,2598,2641,2658
"28000","Mississippi","10","      Clothing and footwear",843,863,873,873,905,924,957,970
